customer_id,transaction_amount,amount,payment_method,status,failure_reason,customer_tenure,historical_payment_success,historical_payment_success_rate,previous_failures,customer_lifetime_value,engagement_score,churn_probability,days_since_previous_payment,transaction_history,recovered
CUST-SYNTH-000032,953.36,953.36,CREDIT_CARD,FAILED,INSUFFICIENT_FUNDS,47,0.8647442145142716,0.8647442145142716,1,44918.21,0.856483820867918,0.1561682266505906,25,75,0
CUST-SYNTH-000033,534.42,534.42,AUTO_DEBIT,RECOVERED,GATEWAY_TIMEOUT,46,0.8586361608586544,0.8586361608586544,0,19163.31,0.696895473679315,0.3204381975979595,12,45,1
CUST-SYNTH-000034,10706.91,10706.91,UPI,RECOVERED,AUTH_FAILED,13,0.9262684915382645,0.9262684915382645,2,75588.68,0.6613019928172937,0.42999279538471663,53,47,1
CUST-SYNTH-000035,12096.21,12096.21,AUTO_DEBIT,RECOVERED,NETWORK_ERROR,44,0.7149223180160943,0.7149223180160943,2,780467.32,0.7326090891395971,0.32477691990530744,25,39,1
CUST-SYNTH-000036,6082.16,6082.16,CREDIT_CARD,FAILED,CARD_EXPIRED,47,0.7545855467610874,0.7545855467610874,1,412516.39,0.3775039562133152,0.5844905995843017,70,40,0
CUST-SYNTH-000037,1570.51,1570.51,CREDIT_CARD,RECOVERED,CARD_EXPIRED,15,0.8308778184252523,0.8308778184252523,0,21441.44,0.7643797183101299,0.2406894148202994,64,40,1
CUST-SYNTH-000038,658.72,658.72,UPI,RECOVERED,GATEWAY_TIMEOUT,16,0.7094847874562858,0.7094847874562858,0,9657.02,0.7601949215612613,0.16439527342822002,30,37,1
CUST-SYNTH-000039,4333.63,4333.63,CREDIT_CARD,RECOVERED,NETWORK_ERROR,39,0.7316743903484904,0.7316743903484904,0,185917.3,0.5441185157063821,0.530060794223072,64,60,1
CUST-SYNTH-000040,2329.32,2329.32,CREDIT_CARD,FAILED,INSUFFICIENT_FUNDS,55,0.8362112842098245,0.8362112842098245,1,96242.38,0.5156492062028242,0.5340882192503288,85,50,0
CUST-SYNTH-000041,754.53,754.53,UPI,RECOVERED,INSUFFICIENT_FUNDS,56,0.8679179405265692,0.8679179405265692,2,27490.51,0.7687721390421534,0.2342518146386211,20,32,1
CUST-SYNTH-000042,2691.42,2691.42,UPI,FAILED,INSUFFICIENT_FUNDS,42,0.9477112152070656,0.9477112152070656,4,148808.31,0.5869854684965624,0.36786669662472204,77,8,0
CUST-SYNTH-000043,421.48,421.48,CREDIT_CARD,RECOVERED,AUTH_FAILED,48,0.6321183802280012,0.6321183802280012,1,22537.07,0.7743293387368487,0.24025103345995277,26,93,1
CUST-SYNTH-000044,8700.48,8700.48,AUTO_DEBIT,FAILED,AUTH_FAILED,44,0.5960190420671851,0.5960190420671851,1,290996.6,0.7041787967366158,0.29308919240492903,68,59,0
CUST-SYNTH-000045,1347.1,1347.1,UPI,RECOVERED,CARD_EXPIRED,26,0.7955254944479886,0.7955254944479886,0,35699.28,0.6860991627139081,0.22010017211204147,23,11,1
CUST-SYNTH-000046,4100.9,4100.9,UPI,RECOVERED,INSUFFICIENT_FUNDS,58,0.9379843624271782,0.9379843624271782,1,315204.36,0.6081190666144665,0.3906370062291639,12,77,1
CUST-SYNTH-000047,1606.41,1606.41,CREDIT_CARD,FAILED,CARD_EXPIRED,44,0.9054637464035956,0.9054637464035956,3,95850.02,0.8225868884842444,0.1670149567255294,59,11,0
CUST-SYNTH-000048,2868.39,2868.39,CREDIT_CARD,RECOVERED,CARD_EXPIRED,55,0.7600198377169095,0.7600198377169095,1,110265.46,0.48103200369029586,0.5426092457296696,7,6,1
CUST-SYNTH-000049,3068.28,3068.28,UPI,RECOVERED,CARD_EXPIRED,26,0.9175149882854008,0.9175149882854008,0,112732.28,1.0,0.013619753422946882,89,69,1
CUST-SYNTH-000050,1014.36,1014.36,AUTO_DEBIT,RECOVERED,CARD_EXPIRED,7,0.850406739880426,0.850406739880426,0,6415.12,0.6726236369763041,0.2612586170260003,30,10,1
CUST-SYNTH-000051,12523.82,12523.82,CREDIT_CARD,RECOVERED,CARD_EXPIRED,1,0.9507987020944777,0.9507987020944777,0,14807.71,0.695037002491249,0.3295001427928605,54,32,1
CUST-SYNTH-000052,5521.86,5521.86,UPI,RECOVERED,INSUFFICIENT_FUNDS,9,0.838191949144015,0.838191949144015,1,48272.59,0.9436320095661904,0.08687641057651285,35,49,1
CUST-SYNTH-000053,10116.83,10116.83,CREDIT_CARD,FAILED,CARD_EXPIRED,8,0.6458463741812959,0.6458463741812959,1,85871.11,0.3391768826320984,0.6719868089561818,68,99,0
CUST-SYNTH-000054,8181.53,8181.53,AUTO_DEBIT,RECOVERED,GATEWAY_TIMEOUT,23,0.8116923215089202,0.8116923215089202,1,172720.58,0.47627223219244785,0.4899874935136163,22,11,1
CUST-SYNTH-000055,3487.69,3487.69,UPI,RECOVERED,AUTH_FAILED,55,0.7086515352545797,0.7086515352545797,1,268943.02,0.8083284878089054,0.12854761635256914,36,9,1
CUST-SYNTH-000056,9222.02,9222.02,AUTO_DEBIT,RECOVERED,AUTH_FAILED,49,0.8289135444379183,0.8289135444379183,3,498518.33,0.7640528792028134,0.29726111909682085,40,62,1
CUST-SYNTH-000057,623.29,623.29,UPI,RECOVERED,AUTH_FAILED,15,0.9083581837988458,0.9083581837988458,2,7169.79,0.3617552551382517,0.6459047083882266,48,86,1
CUST-SYNTH-000058,1062.47,1062.47,CREDIT_CARD,RECOVERED,AUTH_FAILED,18,0.8045460178257389,0.8045460178257389,1,18110.97,0.8064744825548155,0.22630017654314843,44,73,1
CUST-SYNTH-000059,460.99,460.99,CREDIT_CARD,RECOVERED,CARD_EXPIRED,54,0.8610155380548266,0.8610155380548266,1,25327.84,0.6196026891738167,0.40717110377051124,27,86,1
CUST-SYNTH-000060,1676.36,1676.36,CREDIT_CARD,RECOVERED,CARD_EXPIRED,54,0.7830125295081589,0.7830125295081589,2,70843.71,0.7011252922797945,0.4060656738113724,64,83,1
CUST-SYNTH-000061,2021.46,2021.46,CREDIT_CARD,RECOVERED,NETWORK_ERROR,56,0.7018954248300999,0.7018954248300999,0,87346.99,0.5237636800780603,0.37458819847597,31,49,1
CUST-SYNTH-000062,1406.96,1406.96,CREDIT_CARD,RECOVERED,INSUFFICIENT_FUNDS,55,0.7503421206091407,0.7503421206091407,0,98395.2,0.5137090849241692,0.4372314637754727,67,33,1
CUST-SYNTH-000063,6474.95,6474.95,AUTO_DEBIT,RECOVERED,CARD_EXPIRED,44,0.9009695705315485,0.9009695705315485,1,342721.04,0.7278160471499973,0.27282100441287827,32,94,1
CUST-SYNTH-000064,1843.29,1843.29,CREDIT_CARD,RECOVERED,CARD_EXPIRED,19,0.7368463099123209,0.7368463099123209,1,35797.55,0.7163766440432607,0.33737202621085693,58,78,1
CUST-SYNTH-000065,1453.31,1453.31,AUTO_DEBIT,RECOVERED,GATEWAY_TIMEOUT,49,0.8783569818920683,0.8783569818920683,2,55438.05,0.9387798691891547,0.13166588828614695,51,63,1
CUST-SYNTH-000066,3037.42,3037.42,CREDIT_CARD,RECOVERED,CARD_EXPIRED,39,0.7650935695385961,0.7650935695385961,0,150492.34,0.5836574373738075,0.38621661069580954,87,38,1
CUST-SYNTH-000067,830.64,830.64,NET_BANKING,FAILED,INSUFFICIENT_FUNDS,49,0.8443808934249161,0.8443808934249161,0,23186.99,0.5959390234947366,0.43411775173369105,4,88,0
CUST-SYNTH-000068,5970.69,5970.69,NET_BANKING,FAILED,AUTH_FAILED,26,0.8309427054004298,0.8309427054004298,2,160275.69,0.6865283153668887,0.23860669131771517,23,92,0
CUST-SYNTH-000069,570.17,570.17,CREDIT_CARD,RECOVERED,NETWORK_ERROR,57,0.85107130083662,0.85107130083662,0,30312.6,0.7125105310832409,0.19478127947788987,13,36,1
CUST-SYNTH-000070,15468.51,15468.51,NET_BANKING,FAILED,CARD_EXPIRED,12,0.7390165342406789,0.7390165342406789,1,156646.45,0.5806640068667288,0.3505850356937584,31,5,0
CUST-SYNTH-000071,5477.19,5477.19,AUTO_DEBIT,FAILED,INSUFFICIENT_FUNDS,37,0.9378430866096364,0.9378430866096364,1,271418.41,0.7917551365767312,0.23466716611114158,78,3,0
CUST-SYNTH-000072,1074.39,1074.39,CREDIT_CARD,RECOVERED,NETWORK_ERROR,57,0.8336218161982977,0.8336218161982977,1,83487.44,0.3984721018738259,0.6437599996979828,31,67,1
CUST-SYNTH-000073,318.38,318.38,NET_BANKING,RECOVERED,CARD_EXPIRED,36,0.6815180041934584,0.6815180041934584,0,5798.47,0.9211789659429824,0.01,62,95,1
CUST-SYNTH-000074,6213.64,6213.64,CREDIT_CARD,RECOVERED,CARD_EXPIRED,7,0.8319607436817977,0.8319607436817977,2,48767.54,0.670723645661724,0.3321091190498952,15,63,1
CUST-SYNTH-000075,4593.84,4593.84,CREDIT_CARD,FAILED,CARD_EXPIRED,9,0.9866060975529725,0.9866060975529725,2,56446.7,0.7781725640793538,0.28268234108189205,14,34,0
CUST-SYNTH-000076,4868.82,4868.82,UPI,FAILED,INSUFFICIENT_FUNDS,31,0.8765245063238382,0.8765245063238382,0,215055.28,0.39353819086857494,0.6337915082239413,12,97,0
CUST-SYNTH-000077,5462.25,5462.25,CREDIT_CARD,RECOVERED,INSUFFICIENT_FUNDS,38,0.752869638138437,0.752869638138437,1,211439.23,0.4863905302289575,0.4302822469332616,80,71,1
CUST-SYNTH-000078,568.25,568.25,CREDIT_CARD,RECOVERED,AUTH_FAILED,22,0.9504281381383798,0.9504281381383798,2,9333.39,0.5185526542207921,0.3600618641216482,79,28,1
CUST-SYNTH-000079,1852.62,1852.62,NET_BANKING,FAILED,INSUFFICIENT_FUNDS,43,0.7218083356785236,0.7218083356785236,1,109217.94,0.5212988837715162,0.5253566007503294,63,5,0
CUST-SYNTH-000080,730.03,730.03,NET_BANKING,RECOVERED,INSUFFICIENT_FUNDS,12,0.7846171014505474,0.7846171014505474,2,5018.88,1.0,0.09433172915761051,7,67,1
CUST-SYNTH-000081,7258.85,7258.85,AUTO_DEBIT,FAILED,INSUFFICIENT_FUNDS,34,0.9634970695803907,0.9634970695803907,1,253353.97,0.719515986699817,0.30269709061716094,48,74,0
CUST-SYNTH-000082,3716.05,3716.05,UPI,RECOVERED,NETWORK_ERROR,40,0.42027306086799965,0.42027306086799965,0,99183.09,0.3159180840864606,0.7094900712327894,89,56,1
CUST-SYNTH-000083,1705.37,1705.37,NET_BANKING,FAILED,INSUFFICIENT_FUNDS,2,0.6887539180556203,0.6887539180556203,1,4373.58,0.6087021218529005,0.3209180974742077,50,30,0
CUST-SYNTH-000084,528.84,528.84,CREDIT_CARD,RECOVERED,CARD_EXPIRED,53,0.7594739576185231,0.7594739576185231,1,38090.48,0.6564102984233905,0.33951571045268436,80,44,1
CUST-SYNTH-000085,1602.71,1602.71,NET_BANKING,RECOVERED,INSUFFICIENT_FUNDS,44,0.8226613461992699,0.8226613461992699,0,35680.03,0.49478347771770437,0.42476906737649844,2,51,1
CUST-SYNTH-000086,1675.6,1675.6,CREDIT_CARD,FAILED,AUTH_FAILED,32,0.8247303844559455,0.8247303844559455,5,50533.52,0.7224346800773118,0.22870707305389731,2,67,0
CUST-SYNTH-000087,4876.57,4876.57,AUTO_DEBIT,RECOVERED,AUTH_FAILED,53,0.8617265138545191,0.8617265138545191,1,364159.81,0.7199280138948018,0.3152331669624083,9,26,1
CUST-SYNTH-000088,3851.11,3851.11,UPI,FAILED,AUTH_FAILED,52,0.6566926114061356,0.6566926114061356,3,222517.86,0.7339433012939144,0.1835588776996286,21,85,0
CUST-SYNTH-000089,7936.88,7936.88,NET_BANKING,RECOVERED,NETWORK_ERROR,1,0.7743716330102534,0.7743716330102534,3,9280.69,0.5337533625641714,0.4496766949786472,58,64,1
CUST-SYNTH-000090,2535.73,2535.73,AUTO_DEBIT,RECOVERED,INSUFFICIENT_FUNDS,25,0.5950584455887225,0.5950584455887225,0,55829.25,0.671493911818849,0.3619205450764489,3,36,1
CUST-SYNTH-000091,744.8,744.8,AUTO_DEBIT,RECOVERED,CARD_EXPIRED,4,0.6322188978202362,0.6322188978202362,2,4151.65,0.6992200182756546,0.3148664681656859,27,58,1
CUST-SYNTH-000092,4670.94,4670.94,UPI,RECOVERED,NETWORK_ERROR,38,0.9828938893705027,0.9828938893705027,2,124931.37,0.7418160599217498,0.2505857864411774,17,24,1
CUST-SYNTH-000093,5305.37,5305.37,AUTO_DEBIT,FAILED,INSUFFICIENT_FUNDS,45,0.8648901421215068,0.8648901421215068,2,281323.42,0.6713970594753497,0.3129405966322865,61,81,0
CUST-SYNTH-000094,3182.61,3182.61,AUTO_DEBIT,FAILED,CARD_EXPIRED,4,0.8606752175475146,0.8606752175475146,0,9295.9,0.9084342060201773,0.07310394312718863,70,17,0
CUST-SYNTH-000095,5457.61,5457.61,CREDIT_CARD,FAILED,INSUFFICIENT_FUNDS,9,0.7617687966725787,0.7617687966725787,1,67413.36,0.6044605236874188,0.3829530075183808,22,1,0
CUST-SYNTH-000096,2681.85,2681.85,UPI,RECOVERED,INSUFFICIENT_FUNDS,18,0.7648213079607513,0.7648213079607513,1,35630.15,0.9164370830710191,0.058290504594926705,63,6,1
CUST-SYNTH-000097,2887.88,2887.88,CREDIT_CARD,FAILED,INSUFFICIENT_FUNDS,41,0.913876701142924,0.913876701142924,2,64667.69,0.9745541611211004,0.01,17,88,0
CUST-SYNTH-000098,2251.35,2251.35,AUTO_DEBIT,RECOVERED,NETWORK_ERROR,48,0.8436330383989705,0.8436330383989705,2,113249.66,0.319536608624527,0.6452406668181656,53,9,1
CUST-SYNTH-000099,389.12,389.12,CREDIT_CARD,RECOVERED,INSUFFICIENT_FUNDS,11,0.8641902817388735,0.8641902817388735,1,4792.3,0.6540376952901683,0.3751557965672973,34,27,1
CUST-SYNTH-000100,698.59,698.59,NET_BANKING,RECOVERED,CARD_EXPIRED,6,0.8153214351955734,0.8153214351955734,3,4933.0,0.71866253436838,0.2547644211999702,87,59,1
CUST-SYNTH-000101,410.77,410.77,CREDIT_CARD,RECOVERED,GATEWAY_TIMEOUT,16,0.9803991453621841,0.9803991453621841,0,8428.3,0.581416757021129,0.37846278873358274,8,55,1
CUST-SYNTH-000102,3840.05,3840.05,CREDIT_CARD,FAILED,CARD_EXPIRED,8,0.9667009685817163,0.9667009685817163,3,24740.69,0.6460547200513606,0.34150765008865924,60,95,0
CUST-SYNTH-000103,1619.89,1619.89,NET_BANKING,RECOVERED,AUTH_FAILED,19,0.7761231904374586,0.7761231904374586,0,39677.74,0.4668454911587333,0.5290049692094883,79,77,1
CUST-SYNTH-000104,2785.53,2785.53,CREDIT_CARD,RECOVERED,CARD_EXPIRED,5,0.7737750654788018,0.7737750654788018,3,15444.95,0.7130692221448667,0.17887959880997217,48,80,1
CUST-SYNTH-000105,8633.43,8633.43,UPI,RECOVERED,GATEWAY_TIMEOUT,59,0.7914163422474423,0.7914163422474423,1,541894.18,0.8881863190539937,0.1699365540998897,7,61,1
CUST-SYNTH-000106,1302.59,1302.59,AUTO_DEBIT,RECOVERED,GATEWAY_TIMEOUT,40,0.882017344857623,0.882017344857623,0,37609.77,0.914624064602479,0.0795845601963856,51,4,1
CUST-SYNTH-000107,2147.99,2147.99,CREDIT_CARD,RECOVERED,CARD_EXPIRED,26,0.8881142510639518,0.8881142510639518,0,42008.72,0.5517219257939345,0.46527713613524996,44,91,1
CUST-SYNTH-000108,5229.62,5229.62,UPI,FAILED,CARD_EXPIRED,25,0.852737572208106,0.852737572208106,0,125627.58,0.8108984330317168,0.219484480717288,37,3,0
CUST-SYNTH-000109,1208.32,1208.32,UPI,RECOVERED,NETWORK_ERROR,25,0.8050131881465556,0.8050131881465556,0,31504.47,0.7819510882906677,0.25476362823982096,82,56,1
CUST-SYNTH-000110,579.36,579.36,NET_BANKING,RECOVERED,AUTH_FAILED,9,0.9593181567650385,0.9593181567650385,1,7591.97,0.6860128997938653,0.344681301456002,2,85,1
CUST-SYNTH-000111,1496.49,1496.49,CREDIT_CARD,RECOVERED,CARD_EXPIRED,35,0.7386197771576707,0.7386197771576707,3,31807.61,0.811701698303273,0.30404628656528826,27,59,1
CUST-SYNTH-000112,914.33,914.33,CREDIT_CARD,RECOVERED,CARD_EXPIRED,1,0.9166896054470297,0.9166896054470297,2,1142.89,0.6100500960245572,0.32034968741000325,55,16,1
CUST-SYNTH-000113,9591.33,9591.33,UPI,FAILED,INSUFFICIENT_FUNDS,47,0.5663162252777447,0.5663162252777447,5,240345.63,0.7082197994114581,0.28364855976444314,38,77,0
CUST-SYNTH-000114,6077.1,6077.1,CREDIT_CARD,RECOVERED,GATEWAY_TIMEOUT,2,0.8692775125723947,0.8692775125723947,2,7124.8,0.6169691381571066,0.4158738926121652,70,4,1
CUST-SYNTH-000115,3811.23,3811.23,CREDIT_CARD,RECOVERED,CARD_EXPIRED,44,0.8101303005192243,0.8101303005192243,1,188437.59,1.0,0.01,23,25,1
CUST-SYNTH-000116,7479.32,7479.32,CREDIT_CARD,RECOVERED,AUTH_FAILED,42,0.8708383029681014,0.8708383029681014,0,460503.36,0.6501916108489101,0.3689094002634,68,39,1
CUST-SYNTH-000117,5996.89,5996.89,UPI,RECOVERED,CARD_EXPIRED,25,0.929690719652351,0.929690719652351,0,109669.56,0.747463981022128,0.3193344171665512,20,12,1
CUST-SYNTH-000118,1021.73,1021.73,AUTO_DEBIT,RECOVERED,INSUFFICIENT_FUNDS,36,0.8588532558167767,0.8588532558167767,4,37440.54,1.0,0.01,20,20,1
CUST-SYNTH-000119,8106.85,8106.85,CREDIT_CARD,RECOVERED,AUTH_FAILED,36,0.7880490285959764,0.7880490285959764,1,334016.9,0.3594267295454461,0.6119424347413869,85,56,1
CUST-SYNTH-000120,3011.85,3011.85,CREDIT_CARD,RECOVERED,CARD_EXPIRED,12,0.8305762278464067,0.8305762278464067,0,41214.34,0.49166042559478673,0.5183682561579399,17,54,1
CUST-SYNTH-000121,6064.72,6064.72,UPI,RECOVERED,CARD_EXPIRED,29,0.7605044497246983,0.7605044497246983,1,138880.25,0.6814642756443547,0.36138043144820214,47,46,1
CUST-SYNTH-000122,8223.85,8223.85,CREDIT_CARD,RECOVERED,AUTH_FAILED,12,0.9002633497935473,0.9002633497935473,2,99583.55,0.6633891461884447,0.3543400586515908,83,69,1
CUST-SYNTH-000123,1638.56,1638.56,UPI,FAILED,CARD_EXPIRED,59,0.6433628851785134,0.6433628851785134,2,82464.81,0.8698595101882397,0.18878739695724242,87,60,0
CUST-SYNTH-000124,707.07,707.07,CREDIT_CARD,RECOVERED,AUTH_FAILED,13,0.9695685475844525,0.9695685475844525,0,5882.12,0.5746067276707104,0.318019280660983,73,65,1
CUST-SYNTH-000125,1204.4,1204.4,CREDIT_CARD,FAILED,AUTH_FAILED,11,0.9676629791523119,0.9676629791523119,1,17004.49,0.5636349036207542,0.3354122025203773,15,72,0
CUST-SYNTH-000126,2248.7,2248.7,CREDIT_CARD,FAILED,INSUFFICIENT_FUNDS,53,0.9085671446729379,0.9085671446729379,0,128465.2,0.597386738637008,0.4287625908899606,50,84,0
CUST-SYNTH-000127,6262.4,6262.4,CREDIT_CARD,RECOVERED,CARD_EXPIRED,7,0.8806218172300097,0.8806218172300097,1,58960.88,0.8622366420628423,0.10543534656654474,21,4,1
CUST-SYNTH-000128,7198.71,7198.71,AUTO_DEBIT,FAILED,INSUFFICIENT_FUNDS,39,0.9300880633026724,0.9300880633026724,2,257555.43,0.8108757635886039,0.1582953070601152,38,12,0
CUST-SYNTH-000129,323.42,323.42,NET_BANKING,RECOVERED,AUTH_FAILED,22,0.737619926047761,0.737619926047761,0,5808.12,0.7937725665500012,0.21505956636716225,45,39,1
CUST-SYNTH-000130,2801.07,2801.07,UPI,RECOVERED,GATEWAY_TIMEOUT,55,0.9594434830460694,0.9594434830460694,0,110575.62,0.6056901811802644,0.4650715161045248,39,59,1
CUST-SYNTH-000131,2189.96,2189.96,UPI,RECOVERED,AUTH_FAILED,9,0.843408354625952,0.843408354625952,2,19349.41,1.0,0.01,60,37,1
CUST-SYNTH-000132,1178.09,1178.09,CREDIT_CARD,RECOVERED,AUTH_FAILED,39,0.8540952002776794,0.8540952002776794,2,47165.71,0.8890061070381459,0.10180029874530167,5,68,1
CUST-SYNTH-000133,745.88,745.88,UPI,RECOVERED,CARD_EXPIRED,32,0.76691633356675,0.76691633356675,0,31462.45,0.6617911008623011,0.26341298788247236,72,30,1
CUST-SYNTH-000134,1740.68,1740.68,UPI,RECOVERED,CARD_EXPIRED,14,0.9646515855564138,0.9646515855564138,2,25241.72,0.5962823193580642,0.41358824701775077,87,87,1
CUST-SYNTH-000135,10319.92,10319.92,CREDIT_CARD,RECOVERED,GATEWAY_TIMEOUT,52,0.7907930887394672,0.7907930887394672,0,663517.45,0.5883891594364108,0.4506397502500894,10,19,1
CUST-SYNTH-000136,1665.34,1665.34,CREDIT_CARD,RECOVERED,AUTH_FAILED,29,0.7214712735619131,0.7214712735619131,3,25228.2,0.5990808782283141,0.41129202277822746,79,38,1
CUST-SYNTH-000137,2859.08,2859.08,CREDIT_CARD,RECOVERED,INSUFFICIENT_FUNDS,35,0.9022278390913602,0.9022278390913602,0,104105.84,0.7788032883684106,0.21748404996285312,73,91,1
